,resnum,native_ss,pre_ss,native_rsa,pre_rsa,Target
449,488,2,2,94.5,50,T1036s1
450,489,2,2,101.7,65,T1036s1
451,490,2,2,38.6,60,T1036s1
452,491,2,2,75.6,55,T1036s1
453,492,2,2,79.8,40,T1036s1
454,493,1,1,41.0,20,T1036s1
455,494,1,1,0.0,0,T1036s1
456,495,1,1,13.2,5,T1036s1
457,496,2,2,26.5,0,T1036s1
458,497,2,2,21.3,10,T1036s1
459,498,2,2,0.0,5,T1036s1
460,499,1,1,5.5,5,T1036s1
461,500,1,1,0.0,0,T1036s1
462,501,1,1,10.9,5,T1036s1
463,502,1,1,4.0,0,T1036s1
464,503,1,2,34.9,25,T1036s1
465,504,1,2,27.6,5,T1036s1
466,505,2,2,52.1,30,T1036s1
467,506,2,2,83.2,40,T1036s1
468,507,2,2,86.6,50,T1036s1
469,508,2,2,80.5,25,T1036s1
470,509,2,2,53.8,50,T1036s1
471,510,1,2,49.6,20,T1036s1
472,511,1,1,39.7,10,T1036s1
473,512,1,1,55.1,35,T1036s1
474,513,1,1,0.0,5,T1036s1
475,514,1,1,0.2,15,T1036s1
476,515,1,1,0.0,5,T1036s1
477,516,2,2,3.0,15,T1036s1
478,517,2,0,53.9,50,T1036s1
479,518,2,0,53.2,40,T1036s1
480,519,2,0,12.5,10,T1036s1
481,520,1,1,17.5,15,T1036s1
482,521,1,1,0.3,5,T1036s1
483,522,1,1,24.1,5,T1036s1
484,523,2,2,43.5,10,T1036s1
485,524,2,2,36.0,15,T1036s1
486,525,2,2,28.6,25,T1036s1
487,526,2,2,82.0,45,T1036s1
488,527,2,2,43.0,20,T1036s1
489,528,1,1,41.8,10,T1036s1
490,529,1,1,15.2,30,T1036s1
491,530,1,1,69.9,40,T1036s1
492,531,2,2,24.2,0,T1036s1
493,532,2,2,50.9,45,T1036s1
494,533,2,2,76.8,50,T1036s1
495,534,2,2,91.2,40,T1036s1
496,535,2,2,0.4,0,T1036s1
497,536,1,1,56.1,35,T1036s1
498,537,1,1,40.4,30,T1036s1
499,538,1,1,59.3,0,T1036s1
500,539,1,1,4.8,0,T1036s1
501,540,1,1,23.6,25,T1036s1
502,541,1,1,22.4,5,T1036s1
503,542,2,2,8.6,35,T1036s1
504,543,2,2,41.4,40,T1036s1
505,544,1,1,39.7,30,T1036s1
506,545,1,1,30.1,5,T1036s1
507,546,1,1,1.3,5,T1036s1
508,547,1,1,6.6,15,T1036s1
509,548,1,1,0.1,0,T1036s1
510,549,1,1,34.0,20,T1036s1
511,550,2,2,52.9,20,T1036s1
512,551,2,2,0.3,5,T1036s1
513,552,1,1,54.8,25,T1036s1
514,553,1,1,37.3,10,T1036s1
515,554,1,1,37.5,15,T1036s1
516,555,1,1,52.1,35,T1036s1
517,556,1,1,57.5,40,T1036s1
518,557,1,1,34.5,10,T1036s1
519,558,1,2,15.3,45,T1036s1
520,559,0,0,38.7,10,T1036s1
521,560,0,0,85.1,50,T1036s1
522,561,0,0,62.3,40,T1036s1
523,562,2,2,42.5,0,T1036s1
524,563,2,2,90.6,40,T1036s1
525,564,2,2,95.8,15,T1036s1
526,565,2,2,98.0,90,T1036s1
527,566,2,2,81.7,65,T1036s1
528,567,2,2,99.8,95,T1036s1
529,568,2,2,80.0,80,T1036s1
530,569,2,2,86.9,85,T1036s1
531,570,2,2,86.3,80,T1036s1
532,571,2,2,79.1,70,T1036s1
533,572,2,2,97.7,80,T1036s1
534,573,2,2,74.1,70,T1036s1
535,574,2,2,84.8,75,T1036s1
536,575,2,2,76.6,85,T1036s1
537,576,2,2,99.2,80,T1036s1
538,577,2,2,77.4,65,T1036s1
539,578,2,2,101.1,90,T1036s1
540,579,2,2,84.3,60,T1036s1
541,580,2,2,95.5,85,T1036s1
542,581,2,2,92.8,85,T1036s1
543,582,2,2,73.4,65,T1036s1
544,583,2,2,95.1,90,T1036s1
545,584,2,2,81.1,85,T1036s1
546,585,2,2,53.9,75,T1036s1
547,586,2,2,83.4,70,T1036s1
548,587,2,2,57.9,60,T1036s1
549,588,2,2,37.7,30,T1036s1
550,589,0,0,66.1,80,T1036s1
551,590,0,0,67.2,85,T1036s1
552,591,0,0,50.2,50,T1036s1
553,592,0,0,60.0,50,T1036s1
554,593,0,0,72.3,60,T1036s1
555,594,2,0,81.8,80,T1036s1
556,595,2,2,82.5,75,T1036s1
557,596,2,2,75.7,50,T1036s1
558,597,2,2,96.9,85,T1036s1
559,598,2,2,75.1,65,T1036s1
560,599,2,2,58.3,45,T1036s1
561,600,0,0,78.1,70,T1036s1
562,601,0,0,47.0,55,T1036s1
563,602,0,0,34.7,65,T1036s1
564,603,0,0,33.2,30,T1036s1
565,604,0,0,30.4,35,T1036s1
566,605,0,0,62.7,70,T1036s1
567,606,0,0,66.2,65,T1036s1
568,607,0,0,64.5,50,T1036s1
569,608,0,2,75.3,75,T1036s1
570,609,0,2,43.7,40,T1036s1
571,610,0,0,52.3,60,T1036s1
572,611,0,0,45.1,55,T1036s1
573,612,0,0,59.8,55,T1036s1
574,613,0,0,67.0,60,T1036s1
575,614,0,0,58.6,50,T1036s1
576,615,2,2,68.1,65,T1036s1
577,616,2,2,71.2,65,T1036s1
578,617,2,2,59.9,50,T1036s1
579,618,2,2,90.3,80,T1036s1
580,619,2,2,58.6,65,T1036s1
581,620,2,2,94.3,75,T1036s1
582,621,2,2,120.0,65,T1036s1
0,1,2,2,39.0,85,T1037
1,2,1,2,70.6,60,T1037
2,3,2,1,16.3,25,T1037
3,4,1,1,9.4,40,T1037
4,5,1,1,6.5,10,T1037
5,6,1,1,3.3,15,T1037
6,7,1,1,6.8,20,T1037
7,8,1,1,0.0,20,T1037
8,9,1,1,19.8,20,T1037
9,10,1,1,17.9,10,T1037
10,11,1,1,38.2,40,T1037
11,12,1,1,49.5,30,T1037
12,13,1,1,57.5,10,T1037
13,14,1,1,62.3,45,T1037
14,15,1,2,30.8,45,T1037
15,16,2,2,85.2,45,T1037
16,17,2,2,102.4,45,T1037
17,18,2,2,77.9,40,T1037
18,19,2,2,62.3,45,T1037
19,20,1,2,35.8,40,T1037
20,21,1,2,38.9,40,T1037
21,22,1,2,22.0,15,T1037
22,23,1,2,16.0,25,T1037
23,24,1,1,20.4,50,T1037
24,25,1,1,2.1,5,T1037
25,26,1,1,70.6,30,T1037
26,27,1,1,29.1,0,T1037
27,28,1,1,60.2,40,T1037
28,29,1,1,17.2,20,T1037
29,30,2,2,28.1,5,T1037
30,31,2,2,17.5,40,T1037
31,32,2,2,70.6,35,T1037
32,33,2,2,84.9,40,T1037
33,34,2,2,76.5,10,T1037
34,35,1,1,50.1,10,T1037
35,36,1,1,6.1,5,T1037
36,37,1,2,76.5,10,T1037
37,38,1,2,5.3,35,T1037
38,39,2,2,63.2,55,T1037
39,40,2,2,72.9,20,T1037
40,41,1,2,59.6,40,T1037
41,42,1,1,53.2,10,T1037
42,43,1,1,32.7,10,T1037
43,44,1,1,63.2,5,T1037
44,45,2,2,2.0,25,T1037
45,46,1,2,58.3,5,T1037
46,47,2,2,40.7,15,T1037
47,48,2,2,79.2,25,T1037
48,49,2,0,47.2,20,T1037
49,50,2,0,8.8,10,T1037
50,51,0,0,40.9,10,T1037
51,52,0,0,0.0,0,T1037
52,53,0,0,6.2,10,T1037
53,54,0,0,53.8,25,T1037
54,55,0,0,21.8,15,T1037
55,56,0,0,3.2,0,T1037
56,57,0,0,42.9,30,T1037
57,58,0,0,36.8,20,T1037
58,59,0,0,0.2,0,T1037
59,60,0,2,37.1,45,T1037
60,61,0,2,88.4,65,T1037
61,62,2,2,60.3,30,T1037
62,63,0,0,32.1,20,T1037
63,64,0,0,34.7,30,T1037
64,65,0,0,27.6,10,T1037
65,66,0,0,0.0,0,T1037
66,67,0,0,57.7,30,T1037
67,68,0,0,76.5,40,T1037
68,69,0,0,13.6,0,T1037
69,70,0,0,15.9,5,T1037
70,71,0,2,91.5,40,T1037
71,72,2,2,47.2,10,T1037
72,73,2,2,15.6,25,T1037
73,74,2,2,6.6,15,T1037
74,75,2,2,0.7,40,T1037
75,76,2,2,44.8,15,T1037
76,77,2,2,0.3,10,T1037
77,78,2,0,0.0,10,T1037
78,79,0,0,15.7,35,T1037
79,80,0,0,3.1,0,T1037
80,81,0,0,0.0,0,T1037
81,82,0,0,16.7,45,T1037
82,83,0,0,4.7,15,T1037
83,84,0,0,0.9,0,T1037
84,85,0,0,4.6,25,T1037
85,86,2,2,0.3,50,T1037
86,87,2,2,27.1,35,T1037
87,88,2,2,19.2,45,T1037
88,89,1,2,44.8,45,T1037
89,90,2,2,44.6,40,T1037
90,91,2,2,75.5,20,T1037
91,92,2,2,74.1,40,T1037
92,93,2,2,48.9,35,T1037
93,94,2,2,66.9,35,T1037
94,95,1,1,43.7,10,T1037
95,96,2,1,52.2,15,T1037
96,97,2,1,24.9,15,T1037
97,98,2,2,62.8,10,T1037
98,99,0,2,41.5,30,T1037
99,100,0,2,95.0,30,T1037
100,101,0,2,36.7,10,T1037
101,102,0,0,28.1,30,T1037
102,103,0,0,81.8,40,T1037
103,104,0,0,53.1,30,T1037
104,105,0,0,13.0,10,T1037
105,106,0,2,19.8,35,T1037
106,107,0,0,59.1,50,T1037
107,108,0,0,58.7,40,T1037
108,109,0,0,22.3,25,T1037
109,110,0,2,6.3,20,T1037
110,111,0,2,73.7,50,T1037
111,112,0,2,33.3,20,T1037
112,113,2,0,4.0,0,T1037
113,114,1,0,28.4,30,T1037
114,115,1,0,11.0,20,T1037
115,116,1,0,0.2,0,T1037
116,117,1,0,11.1,0,T1037
117,118,1,0,3.4,0,T1037
118,119,1,0,10.0,20,T1037
119,120,1,0,10.3,15,T1037
120,121,1,0,7.5,0,T1037
121,122,1,0,24.2,40,T1037
122,123,1,0,53.9,50,T1037
123,124,2,0,52.7,50,T1037
124,125,2,2,89.2,35,T1037
125,126,2,2,55.9,55,T1037
126,127,2,2,51.9,65,T1037
127,128,2,2,98.9,15,T1037
128,129,2,2,67.7,55,T1037
129,130,1,2,28.4,35,T1037
130,131,1,2,29.4,25,T1037
131,132,2,2,33.8,55,T1037
132,133,2,2,25.1,35,T1037
133,134,2,2,90.3,5,T1037
134,135,2,2,58.4,10,T1037
135,136,2,0,11.6,0,T1037
136,137,2,0,44.8,25,T1037
137,138,0,0,66.5,15,T1037
138,139,0,0,34.8,0,T1037
139,140,0,0,38.5,20,T1037
140,141,0,0,28.2,40,T1037
141,142,0,0,15.7,0,T1037
142,143,0,0,4.9,0,T1037
143,144,0,0,2.7,50,T1037
144,145,0,0,29.3,30,T1037
145,146,0,0,0.5,0,T1037
146,147,0,0,1.7,35,T1037
147,148,0,0,0.9,40,T1037
148,149,0,0,0.0,5,T1037
149,150,0,0,0.7,15,T1037
150,151,0,2,19.6,45,T1037
151,152,2,2,22.2,45,T1037
152,153,2,2,25.2,30,T1037
153,154,2,2,17.2,30,T1037
154,155,2,2,95.5,60,T1037
155,156,2,2,114.7,45,T1037
156,157,2,2,36.2,15,T1037
157,158,2,2,27.9,50,T1037
158,159,1,1,0.3,15,T1037
159,160,1,1,8.5,0,T1037
160,161,1,1,2.2,15,T1037
161,162,1,1,12.8,5,T1037
162,163,2,1,7.9,10,T1037
163,164,2,1,7.8,0,T1037
164,165,2,2,61.0,10,T1037
165,166,2,2,5.1,25,T1037
166,167,2,2,57.4,35,T1037
167,168,2,2,93.7,40,T1037
168,169,2,2,54.3,50,T1037
169,170,2,2,76.6,35,T1037
170,171,2,1,44.9,15,T1037
171,172,2,1,14.2,0,T1037
172,173,1,1,6.5,20,T1037
173,174,1,1,3.3,30,T1037
174,175,1,1,1.6,0,T1037
175,176,1,1,28.4,25,T1037
176,177,1,1,0.7,0,T1037
177,178,2,1,37.5,15,T1037
178,179,2,2,17.1,40,T1037
179,180,2,2,14.1,40,T1037
180,181,2,2,11.0,15,T1037
181,182,2,2,51.4,25,T1037
182,183,2,2,72.3,45,T1037
183,184,2,1,0.3,5,T1037
184,185,1,1,1.5,0,T1037
185,186,1,1,62.2,20,T1037
186,187,1,2,44.9,15,T1037
187,188,1,2,27.6,10,T1037
188,189,1,2,55.1,15,T1037
189,190,2,2,103.0,45,T1037
190,191,2,2,69.0,5,T1037
191,192,1,2,52.1,15,T1037
192,193,1,1,5.5,0,T1037
193,194,1,1,44.1,10,T1037
194,195,1,1,6.8,0,T1037
195,196,2,2,28.0,5,T1037
196,197,0,0,67.2,20,T1037
197,198,0,0,50.2,30,T1037
198,199,0,0,0.2,0,T1037
199,200,0,0,10.5,5,T1037
200,201,0,0,32.7,45,T1037
201,202,0,0,5.3,30,T1037
202,203,0,0,6.0,0,T1037
203,204,0,0,2.9,35,T1037
204,205,0,0,37.4,45,T1037
205,206,0,0,0.0,20,T1037
206,207,0,0,0.3,0,T1037
207,208,0,0,7.5,5,T1037
208,209,0,0,0.0,40,T1037
209,210,0,0,0.1,15,T1037
210,211,0,0,0.5,0,T1037
211,212,0,0,30.8,40,T1037
212,213,0,0,0.2,35,T1037
213,214,0,0,0.4,0,T1037
214,215,0,0,5.9,40,T1037
215,216,0,0,41.7,55,T1037
216,217,0,0,0.0,0,T1037
217,218,0,0,26.0,5,T1037
218,219,0,0,35.9,50,T1037
219,220,0,0,23.3,40,T1037
220,221,0,0,12.1,0,T1037
221,222,0,2,82.6,50,T1037
222,223,0,2,74.2,60,T1037
223,224,2,2,29.4,10,T1037
224,225,2,2,54.6,45,T1037
225,226,2,2,79.7,60,T1037
226,227,2,2,88.5,35,T1037
227,228,2,2,67.7,35,T1037
228,229,2,1,30.7,20,T1037
229,230,2,1,41.9,0,T1037
230,231,2,1,52.3,0,T1037
231,232,2,1,15.6,5,T1037
232,233,2,1,13.2,0,T1037
233,234,2,1,2.0,0,T1037
234,235,2,1,4.9,10,T1037
235,236,2,2,18.3,15,T1037
236,237,2,2,55.9,30,T1037
237,238,2,2,87.2,40,T1037
238,239,2,2,52.4,20,T1037
239,240,2,2,44.9,35,T1037
240,241,2,2,30.5,35,T1037
241,242,1,2,49.2,30,T1037
242,243,1,2,56.0,60,T1037
243,244,2,2,104.0,50,T1037
244,245,2,2,65.3,20,T1037
245,246,1,2,49.3,40,T1037
246,247,1,2,4.5,15,T1037
247,248,2,2,6.4,10,T1037
248,249,2,2,0.0,10,T1037
249,250,2,2,22.8,30,T1037
250,251,2,0,0.0,5,T1037
251,252,2,2,0.0,5,T1037
252,253,2,2,22.7,35,T1037
253,254,2,2,0.1,25,T1037
254,255,2,2,43.6,25,T1037
255,256,2,2,29.3,10,T1037
256,257,2,1,5.4,10,T1037
257,258,2,1,11.1,0,T1037
258,259,0,1,26.3,15,T1037
259,260,0,1,46.4,35,T1037
260,261,0,2,0.0,15,T1037
261,262,2,2,0.1,25,T1037
262,263,2,2,11.2,5,T1037
263,264,2,2,51.1,50,T1037
264,265,2,2,56.1,30,T1037
265,266,2,1,18.3,5,T1037
266,267,2,2,55.0,15,T1037
267,268,0,2,73.8,35,T1037
268,269,0,2,56.0,50,T1037
269,270,0,2,32.5,35,T1037
270,271,0,2,30.1,45,T1037
271,272,0,0,73.7,35,T1037
272,273,0,0,66.2,0,T1037
273,274,0,0,2.1,30,T1037
274,275,2,0,66.0,55,T1037
275,276,2,0,1.0,5,T1037
276,277,1,1,9.5,5,T1037
277,278,2,2,47.3,50,T1037
278,279,2,2,93.4,55,T1037
279,280,2,2,29.7,50,T1037
280,281,2,2,0.9,30,T1037
281,282,2,2,6.7,45,T1037
282,283,1,2,2.7,30,T1037
283,284,2,2,30.9,15,T1037
284,285,2,2,57.5,25,T1037
285,286,2,2,30.7,45,T1037
286,287,2,2,82.8,45,T1037
287,288,2,2,29.2,55,T1037
288,289,2,2,77.8,10,T1037
289,290,2,2,9.5,10,T1037
290,291,2,2,42.0,40,T1037
291,292,0,0,76.3,45,T1037
292,293,0,0,69.1,25,T1037
293,294,0,0,8.0,30,T1037
294,295,0,0,33.5,25,T1037
295,296,0,0,45.7,0,T1037
296,297,0,0,18.7,5,T1037
297,298,0,0,0.1,0,T1037
298,299,0,0,36.7,35,T1037
299,300,0,0,59.7,35,T1037
300,301,0,0,14.0,25,T1037
301,302,0,0,0.6,0,T1037
302,303,0,0,28.9,50,T1037
303,304,0,0,66.5,45,T1037
304,305,0,0,19.4,5,T1037
305,306,0,0,4.6,25,T1037
306,307,0,0,7.8,35,T1037
307,308,0,0,45.8,45,T1037
308,309,0,0,41.5,30,T1037
309,310,0,0,0.0,0,T1037
310,311,0,0,41.7,45,T1037
311,312,0,0,58.0,55,T1037
312,313,0,0,20.7,30,T1037
313,314,0,0,17.7,0,T1037
314,315,0,0,58.0,40,T1037
315,316,0,0,43.6,25,T1037
316,317,0,0,2.7,15,T1037
317,318,0,2,38.4,40,T1037
318,319,0,2,62.2,50,T1037
319,320,0,2,33.7,20,T1037
320,321,2,2,50.9,35,T1037
321,322,2,1,3.1,5,T1037
322,323,1,1,5.5,0,T1037
323,324,1,1,49.1,0,T1037
324,325,1,1,70.2,10,T1037
325,326,1,1,32.4,5,T1037
326,327,1,1,58.7,0,T1037
327,328,2,2,29.8,20,T1037
328,329,2,2,101.4,45,T1037
329,330,2,2,97.5,50,T1037
330,331,2,2,64.2,45,T1037
331,332,2,2,66.9,50,T1037
332,333,1,2,75.4,50,T1037
333,334,1,2,8.9,30,T1037
334,335,1,1,20.8,10,T1037
335,336,1,1,14.1,10,T1037
336,337,1,1,1.3,0,T1037
337,338,2,2,47.8,20,T1037
338,339,2,2,15.0,35,T1037
339,340,2,2,2.2,10,T1037
340,341,1,2,0.2,40,T1037
341,342,0,2,46.7,45,T1037
342,343,0,2,48.6,30,T1037
343,344,0,0,0.9,15,T1037
344,345,0,0,13.4,10,T1037
345,346,0,0,51.0,20,T1037
346,347,2,2,54.7,40,T1037
347,348,2,2,27.2,15,T1037
348,349,2,2,29.3,20,T1037
349,350,2,2,92.1,35,T1037
350,351,2,2,56.9,35,T1037
351,352,2,2,47.4,10,T1037
352,353,2,2,9.0,30,T1037
353,354,1,2,3.0,10,T1037
354,355,2,2,45.6,15,T1037
355,356,0,0,59.2,25,T1037
356,357,0,2,52.3,0,T1037
357,358,0,0,8.1,15,T1037
358,359,0,0,2.5,0,T1037
359,360,0,2,5.9,5,T1037
360,361,0,0,26.5,15,T1037
361,362,0,1,1.2,0,T1037
362,363,0,0,0.4,0,T1037
363,364,0,0,0.0,0,T1037
364,365,0,0,2.7,10,T1037
365,366,0,0,7.1,5,T1037
366,367,0,0,4.0,5,T1037
367,368,0,0,0.0,0,T1037
368,369,0,0,4.1,10,T1037
369,370,0,0,19.9,5,T1037
370,371,0,1,28.8,0,T1037
371,372,0,1,3.4,0,T1037
372,373,0,1,5.5,0,T1037
373,374,0,1,39.1,10,T1037
374,375,0,1,7.8,0,T1037
375,376,0,1,0.5,25,T1037
376,377,0,1,0.7,15,T1037
377,378,0,1,5.1,0,T1037
378,379,0,1,1.8,30,T1037
379,380,0,1,2.6,5,T1037
380,381,0,1,5.3,5,T1037
381,382,2,2,15.3,25,T1037
382,383,2,2,34.3,15,T1037
383,384,2,2,9.8,15,T1037
384,385,0,0,3.2,15,T1037
385,386,0,0,7.4,45,T1037
386,387,0,0,37.5,30,T1037
387,388,2,0,20.1,5,T1037
388,389,2,2,57.4,45,T1037
389,390,2,2,44.9,40,T1037
390,391,0,2,29.9,5,T1037
391,392,0,0,62.4,45,T1037
392,393,0,2,12.6,45,T1037
393,394,0,2,1.9,5,T1037
394,395,0,2,44.0,20,T1037
395,396,0,2,61.7,60,T1037
396,397,0,2,54.8,45,T1037
397,398,0,2,1.4,10,T1037
398,399,0,2,12.3,45,T1037
399,400,0,2,58.7,40,T1037
400,401,0,2,5.4,45,T1037
401,402,0,2,8.4,30,T1037
402,403,2,2,57.2,60,T1037
403,404,2,2,86.8,95,T1037
0,9,2,1,126.8,40,T1038
1,10,2,2,95.0,30,T1038
2,11,2,2,61.9,55,T1038
3,12,2,2,57.2,20,T1038
4,13,2,2,24.6,45,T1038
5,14,0,2,45.1,50,T1038
6,15,0,2,17.2,35,T1038
7,16,0,2,12.1,5,T1038
8,17,2,0,74.7,55,T1038
9,18,2,0,54.5,50,T1038
10,19,2,2,1.7,10,T1038
11,20,2,2,56.2,45,T1038
12,21,2,2,67.8,55,T1038
13,22,2,2,23.8,45,T1038
14,23,1,2,82.0,45,T1038
15,24,1,1,10.5,0,T1038
16,25,1,1,36.4,35,T1038
17,26,1,1,1.5,0,T1038
18,27,1,1,52.7,40,T1038
19,28,1,1,21.2,35,T1038
20,29,1,1,34.1,40,T1038
21,30,2,1,6.7,20,T1038
22,31,2,2,13.5,40,T1038
23,32,2,1,0.9,5,T1038
24,33,2,1,0.4,20,T1038
25,34,1,1,0.0,0,T1038
26,35,1,1,15.5,20,T1038
27,36,1,1,4.2,5,T1038
28,37,1,1,18.5,15,T1038
29,38,1,1,1.0,0,T1038
30,39,1,2,41.5,50,T1038
31,40,1,2,29.6,55,T1038
32,41,2,2,96.9,45,T1038
33,42,2,2,74.1,55,T1038
34,43,1,1,42.8,40,T1038
35,44,1,1,63.5,10,T1038
36,45,1,1,21.8,0,T1038
37,46,1,1,8.4,0,T1038
38,47,1,1,0.7,0,T1038
39,48,1,1,1.8,10,T1038
40,49,1,2,17.2,20,T1038
41,50,2,2,29.5,40,T1038
42,51,2,2,28.8,40,T1038
43,52,2,0,11.1,25,T1038
44,53,2,0,76.7,55,T1038
45,54,2,0,26.4,15,T1038
46,55,2,0,4.6,5,T1038
47,56,2,0,69.4,50,T1038
48,57,2,0,69.8,40,T1038
49,58,2,2,4.6,5,T1038
50,59,1,2,62.5,45,T1038
51,60,2,2,55.8,40,T1038
52,61,2,2,22.2,45,T1038
53,62,2,0,92.5,40,T1038
54,63,2,0,81.8,50,T1038
55,64,2,2,14.1,0,T1038
56,65,2,0,25.8,40,T1038
57,66,2,0,96.1,60,T1038
58,67,2,0,83.1,40,T1038
59,68,2,0,1.5,10,T1038
60,69,2,2,29.2,40,T1038
61,70,2,2,48.8,60,T1038
62,71,2,2,2.7,5,T1038
63,72,2,2,30.8,40,T1038
64,73,1,1,8.7,5,T1038
65,74,1,1,45.3,0,T1038
66,75,1,1,26.6,5,T1038
67,76,2,1,6.3,0,T1038
68,77,2,1,77.2,5,T1038
69,78,2,1,62.6,35,T1038
70,79,0,1,75.8,5,T1038
71,80,0,2,83.3,30,T1038
72,81,0,2,29.4,30,T1038
73,82,0,2,44.9,40,T1038
74,83,0,1,67.0,40,T1038
75,84,0,1,26.7,10,T1038
76,85,0,1,25.0,5,T1038
77,86,1,1,9.9,40,T1038
78,87,1,1,0.1,5,T1038
79,88,1,2,7.0,10,T1038
80,89,1,2,30.3,10,T1038
81,90,1,1,15.3,30,T1038
82,91,1,1,5.4,5,T1038
83,92,1,1,17.8,0,T1038
84,93,1,1,27.0,5,T1038
85,94,1,1,30.4,20,T1038
86,95,2,1,71.7,35,T1038
87,96,2,2,20.6,45,T1038
88,97,2,2,101.4,25,T1038
89,98,2,2,75.0,45,T1038
90,99,2,2,87.0,60,T1038
91,100,2,2,75.8,60,T1038
92,101,2,2,36.0,45,T1038
93,102,1,2,37.6,25,T1038
94,103,1,2,64.3,25,T1038
95,104,1,2,2.7,10,T1038
96,105,1,2,8.5,30,T1038
97,106,1,2,21.2,25,T1038
98,107,2,2,41.9,35,T1038
99,108,2,2,87.3,30,T1038
100,109,1,2,72.2,45,T1038
101,110,1,2,43.3,20,T1038
102,111,1,2,31.2,50,T1038
103,112,1,2,64.4,25,T1038
104,113,1,2,0.0,20,T1038
105,114,1,1,23.4,15,T1038
106,115,1,1,19.9,0,T1038
107,116,1,1,30.1,0,T1038
108,117,1,1,56.7,15,T1038
109,118,1,1,33.2,10,T1038
110,119,1,1,22.1,10,T1038
111,120,1,1,0.0,0,T1038
112,121,1,1,28.2,35,T1038
113,122,1,1,3.5,5,T1038
114,123,2,2,12.2,30,T1038
115,124,2,2,22.6,30,T1038
116,125,2,2,56.9,45,T1038
117,126,2,2,0.5,5,T1038
118,127,1,1,59.5,50,T1038
119,128,1,1,24.9,10,T1038
120,129,1,1,39.3,25,T1038
121,130,1,1,72.2,45,T1038
122,131,2,1,14.1,30,T1038
123,132,2,1,103.2,25,T1038
124,133,2,2,63.7,10,T1038
125,134,2,2,54.6,55,T1038
126,135,2,2,55.7,25,T1038
127,136,2,2,53.2,25,T1038
128,137,2,1,22.9,5,T1038
129,138,1,1,0.9,25,T1038
130,139,1,1,9.2,0,T1038
131,140,1,1,17.5,35,T1038
132,141,1,1,0.0,0,T1038
133,142,1,1,31.6,45,T1038
134,143,2,2,7.4,20,T1038
135,144,2,0,83.1,50,T1038
136,145,2,0,39.3,45,T1038
137,146,2,0,85.3,45,T1038
138,147,2,0,30.1,5,T1038
139,148,1,0,0.2,20,T1038
140,149,1,1,0.3,0,T1038
141,150,1,1,10.5,0,T1038
142,151,1,1,0.0,0,T1038
143,152,1,1,14.7,0,T1038
144,153,1,1,1.8,35,T1038
145,154,2,2,35.4,50,T1038
146,155,2,2,31.2,20,T1038
147,156,2,2,55.1,65,T1038
148,157,2,2,35.3,55,T1038
149,158,2,2,91.0,50,T1038
150,159,2,2,16.9,40,T1038
151,160,2,2,16.5,50,T1038
152,161,2,1,80.5,30,T1038
153,162,2,1,57.1,45,T1038
154,163,2,1,14.3,5,T1038
155,164,1,1,38.5,25,T1038
156,165,1,1,46.7,45,T1038
157,166,1,1,7.5,5,T1038
158,167,2,2,68.2,30,T1038
159,168,2,2,40.1,20,T1038
160,169,1,2,64.3,45,T1038
161,170,1,2,25.6,35,T1038
162,171,1,1,57.6,25,T1038
163,172,1,1,8.1,5,T1038
164,173,1,1,61.6,45,T1038
165,174,2,1,7.7,10,T1038
166,175,2,2,55.2,40,T1038
167,176,0,0,83.3,55,T1038
168,177,0,0,79.4,50,T1038
169,178,0,0,11.9,35,T1038
170,179,2,2,5.3,10,T1038
171,180,2,2,32.3,40,T1038
172,181,2,2,44.5,15,T1038
173,182,2,2,51.5,35,T1038
174,183,2,1,6.7,5,T1038
175,184,1,1,1.5,10,T1038
176,185,1,1,1.4,0,T1038
177,186,1,1,1.6,0,T1038
178,187,1,1,0.0,0,T1038
179,188,2,2,3.8,10,T1038
180,189,2,2,67.0,25,T1038
181,190,1,2,44.0,40,T1038
182,191,1,2,41.1,15,T1038
183,192,1,2,33.6,25,T1038
184,193,1,2,67.1,45,T1038
185,194,2,2,1.7,5,T1038
186,195,2,2,52.6,50,T1038
187,196,2,2,65.9,60,T1038
188,197,2,2,38.2,30,T1038
189,198,2,2,109.3,60,T1038
0,1,2,2,130.5,95,T1039
1,2,2,2,51.0,60,T1039
2,3,0,2,51.0,55,T1039
3,4,0,2,31.1,30,T1039
4,5,0,2,40.9,35,T1039
5,6,0,2,34.0,45,T1039
6,7,0,0,8.1,50,T1039
7,8,0,0,5.4,5,T1039
8,9,0,0,43.9,40,T1039
9,10,0,0,45.9,55,T1039
10,11,0,0,0.3,20,T1039
11,12,0,0,16.8,15,T1039
12,13,0,0,52.6,35,T1039
13,14,0,2,29.6,40,T1039
14,15,0,2,0.0,5,T1039
15,16,0,1,43.7,45,T1039
16,17,0,1,80.0,20,T1039
17,18,0,1,50.9,45,T1039
18,19,0,1,6.3,15,T1039
19,20,2,2,7.5,20,T1039
20,21,2,2,58.1,50,T1039
21,22,2,2,98.9,50,T1039
22,23,2,2,44.7,40,T1039
23,24,2,2,74.2,50,T1039
24,25,2,2,17.1,20,T1039
25,26,2,2,30.5,45,T1039
26,27,0,2,69.2,60,T1039
27,28,0,2,52.0,55,T1039
28,29,0,2,67.9,45,T1039
29,30,0,0,0.3,10,T1039
30,31,0,0,61.3,55,T1039
31,32,0,0,61.9,50,T1039
32,33,0,0,9.8,5,T1039
