,#,Group,Model,GDT_TS,LDDT,CAD(AA),SG,Target
34,35,KUHHAN,T1087QA104_2,15.054,10.876,10.835999999999999,15.107000000000001,T1087
35,36,SASHAN,T1087QA144_2,15.054,10.876,10.835999999999999,15.107000000000001,T1087
36,37,Ornate,T1087QA346_2,15.640999999999998,10.87,13.997,17.461,T1087
37,38,VoroCNN-GEMME,T1087QA406_2,15.777999999999999,10.625,14.540999999999999,18.03,T1087
38,39,Wallner,T1087QA379_2,16.115,9.392999999999999,16.133,19.557000000000002,T1087
39,40,DIZ,T1087QA325_2,16.148,11.324000000000002,15.525,18.983,T1087
40,41,tFold-CaT,T1087QA183_2,16.195,11.264000000000001,16.075,19.514,T1087
41,42,VoroMQA-dark,T1087QA002_2,16.287,11.642999999999999,14.945,18.425,T1087
42,43,P3De,T1087QA257_2,16.308,11.039000000000001,15.145,18.691,T1087
43,44,graph-sh,T1087QA247_2,16.43,11.475999999999999,16.160999999999998,19.61,T1087
44,45,VoroCNN,T1087QA313_2,16.711,12.007,15.050999999999998,18.488,T1087
45,46,MULTICOM-DIST,T1087QA319_2,17.026,10.565999999999999,16.775,20.269000000000002,T1087
46,47,CAO-SERVER,T1087QA305_2,17.563,12.407,15.9,19.47,T1087
47,48,ModFOLD8,T1087QA167_2,17.71,13.027000000000001,17.11,20.564,T1087
48,49,VoroCNN-GDT,T1087QA153_2,18.021,12.659,17.053,20.477,T1087
49,50,angleQA,T1087QA391_2,18.107,12.988,16.589000000000002,20.064,T1087
50,51,MESHI_server,T1087QA211_2,18.995,12.885,19.017,22.44,T1087
51,52,LAW,T1087QA138_2,19.533,13.050999999999998,19.535999999999998,22.976999999999997,T1087
52,53,ropius0,T1087QA254_2,20.296,27.734,20.250999999999998,16.829,T1087
53,54,Bhattacharya-Server,T1087QA149_2,20.46,13.072000000000001,20.506,23.93,T1087
54,55,tFold-IDT,T1087QA351_2,20.502,27.934,20.451,17.027,T1087
55,56,ShanghaiProtein,T1087QA398_2,20.639,14.802999999999999,18.789,22.764,T1087
56,57,GraphQA,T1087QA210_2,22.699,15.335999999999999,22.744,26.168000000000003,T1087
57,58,VoroMQA-stout,T1087QA000_2,23.336,15.977,23.381,26.805,T1087
58,59,bioinsilico_sbi_PAIR,T1087QA185_2,24.226,17.146,24.198,27.622,T1087
59,60,RaptorX-QA,T1087QA073_2,24.406,17.023,24.451,27.875,T1087
60,61,MESHI_EMA,T1087QA112_2,24.698,17.541,24.744,28.168000000000003,T1087
61,62,ModFOLD8_cor,T1087QA265_2,24.789,17.468,24.835,28.259,T1087
62,63,tFold,T1087QA238_2,27.711,20.273,27.756,31.18,T1087
63,64,Destini,T1087QA101_2,32.234,24.796,32.28,35.703,T1087
64,65,ProQ4,T1087QA309_2,37.371,29.933000000000003,37.416,40.84,T1087
65,66,SBROD,T1087QA085_2,44.101000000000006,36.663000000000004,44.147,47.57,T1087
66,67,VoroMQA-light,T1087QA102_2,45.655,38.217,45.7,49.123999999999995,T1087
67,68,LamoureuxLab,T1087QA066_2,45.841,38.403,45.886,49.31,T1087
0,1,ModFOLDclust2,T1089QA035_2,2.005,9.814,8.434,6.725,T1089
1,2,MUfoldQA_G,T1089QA446_2,2.2680000000000002,10.22,8.841000000000001,6.972,T1089
2,3,DAVIS-EMAconsensus,T1089QA433_2,2.4819999999999998,10.786,9.406,7.608,T1089
3,4,MUFOLD,T1089QA081_2,3.361,8.624,7.242999999999999,6.106,T1089
4,5,ModFOLD8_rank,T1089QA120_2,3.502,7.105,5.6979999999999995,4.822,T1089
5,6,RaptorX-QA,T1089QA073_2,3.694,6.16,4.76,4.793,T1089
6,7,P3De,T1089QA257_2,4.073,6.278,4.9830000000000005,5.277,T1089
7,8,EMAP_CHAE,T1089QA216_2,4.199,12.775,11.395999999999999,9.332,T1089
8,9,MESHI_server,T1089QA211_2,4.48,7.193,5.837000000000001,4.466,T1089
9,10,MULTICOM-CLUSTER,T1089QA075_2,4.637,13.773,12.392999999999999,9.96,T1089
10,11,SBROD,T1089QA085_2,4.803999999999999,11.04,9.641,7.261,T1089
11,12,MULTICOM-DEEP,T1089QA252_2,4.819,12.831,11.450999999999999,9.065,T1089
12,13,MASS,T1089QA317_2,4.886,12.157,10.777000000000001,8.523,T1089
13,14,MULTICOM-DIST,T1089QA319_2,4.9,11.742,10.362,7.972,T1089
14,15,ModFOLD8_cor,T1089QA265_2,5.021,4.662,3.447,5.722,T1089
15,16,DeepPotential,T1089QA024_2,5.419,14.537,13.157,10.807,T1089
16,17,tFold-IDT,T1089QA351_2,5.457999999999999,12.817,11.844000000000001,9.524,T1089
17,18,Yang_TBM,T1089QA460_2,5.466,14.387,13.007,10.936,T1089
18,19,UOSHAN,T1089QA409_2,5.568,14.639000000000001,13.259,11.232000000000001,T1089
19,20,MULTICOM-CONSTRUCT,T1089QA198_2,5.71,14.741,13.362,10.845,T1089
20,21,Wallner,T1089QA379_2,5.87,4.172,2.969,4.185,T1089
21,22,angleQA,T1089QA391_2,5.877000000000001,9.259,7.888999999999999,5.23,T1089
22,23,BAKER-ROSETTASERVER,T1089QA209_2,5.9,4.023,2.6919999999999997,3.904,T1089
23,24,Bhattacharya-QDeepU,T1089QA199_2,6.031000000000001,4.271,2.7969999999999997,3.6660000000000004,T1089
24,25,Yang-Server,T1089QA140_2,6.2589999999999995,15.323,13.943,11.827,T1089
25,26,SASHAN,T1089QA144_2,6.438,4.853,3.661,6.121,T1089
26,27,BAKER-experimental,T1089QA403_2,6.444,5.382999999999999,4.25,5.482,T1089
27,28,ProQ3D,T1089QA339_2,6.529,4.427,3.043,5.358,T1089
28,29,ProQ2,T1089QA067_2,6.562,14.395999999999999,13.026,11.3,T1089
29,30,MULTICOM-HYBRID,T1089QA187_2,6.5889999999999995,15.77,14.39,11.873,T1089
30,31,ModFOLD8,T1089QA167_2,6.654,3.687,2.085,5.067,T1089
31,32,MESHI_EMA,T1089QA112_2,6.722,6.712999999999999,5.446000000000001,3.8569999999999998,T1089
32,33,Bhattacharya-QDeep,T1089QA429_2,6.747999999999999,15.827,14.447000000000001,11.905999999999999,T1089
33,34,CAO-SERVER,T1089QA305_2,6.756,7.0,5.872999999999999,6.901,T1089
34,35,MESHI,T1089QA032_2,7.157,16.258,14.878,12.504000000000001,T1089
35,36,GraphQA,T1089QA210_2,7.165,6.047000000000001,4.8580000000000005,6.215,T1089
36,37,LAW,T1089QA138_2,7.205,4.474,3.593,6.001,T1089
37,38,MUfoldQA_X,T1089QA248_2,7.349,5.561,4.478,7.7139999999999995,T1089
38,39,VoroCNN-GEMME,T1089QA406_2,7.4479999999999995,3.773,2.298,4.306,T1089
39,40,MESHI_consensus,T1089QA214_2,7.457999999999999,16.602,15.222000000000001,12.843,T1089
40,41,3DCNN_prof,T1089QA074_2,7.757000000000001,5.136,4.081,7.0889999999999995,T1089
41,42,DAVIS-EMAconsensusAL,T1089QA263_2,8.102,2.969,1.524,4.7219999999999995,T1089
42,43,VoroMQA-dark,T1089QA002_2,8.522,3.878,2.88,4.571000000000001,T1089
43,44,EDN,T1089QA203_2,8.883,16.916,15.501,12.909,T1089
44,45,tFold-CaT,T1089QA183_2,8.929,3.2560000000000002,2.0180000000000002,5.796,T1089
45,46,MULTICOM-AI,T1089QA275_2,9.387,18.567999999999998,17.188,14.647,T1089
46,47,ProQ4,T1089QA309_2,9.873,3.967,2.648,5.437,T1089
47,48,DIZ,T1089QA325_2,10.809000000000001,4.011,3.3810000000000002,6.403,T1089
48,49,Destini,T1089QA101_2,11.161,18.285999999999998,17.222,14.554,T1089
49,50,QMEANDisCo,T1089QA280_2,11.192,3.427,3.4560000000000004,6.35,T1089
50,51,VoroMQA-stout,T1089QA000_2,11.818,4.521,4.54,6.961,T1089
51,52,KUHHAN,T1089QA104_2,12.296,5.129,4.9,8.566,T1089
52,53,Ornate,T1089QA346_2,12.982999999999999,4.881,5.181,7.922000000000001,T1089
53,54,LamoureuxLab,T1089QA066_2,13.009,5.5489999999999995,5.768,8.498,T1089
54,55,VoroCNN-GDT,T1089QA153_2,13.535,5.14,5.755,8.441,T1089
55,56,VoroCNN,T1089QA313_2,13.824000000000002,5.461,6.042999999999999,8.686,T1089
56,57,ropius0,T1089QA254_2,13.995999999999999,23.177,21.796999999999997,19.256,T1089
57,58,ShanghaiProtein,T1089QA398_2,16.2,8.692,10.135,11.780999999999999,T1089
58,59,graph-sh,T1089QA247_2,17.027,8.417,9.225,11.832,T1089
59,60,Kiharalab_Z_Server,T1089QA364_2,20.541,29.721999999999998,28.343000000000004,25.802,T1089
60,61,Kiharalab,T1089QA071_2,20.541,29.721999999999998,28.343000000000004,25.802,T1089
61,62,bioinsilico_sbi_PAIR,T1089QA185_2,21.164,12.995999999999999,13.964,16.242,T1089
62,63,Bhattacharya-Server,T1089QA149_2,21.647,12.802999999999999,13.845,16.386,T1089
63,64,VoroMQA-light,T1089QA102_2,23.371,14.19,15.57,18.111,T1089
64,65,tFold,T1089QA238_2,25.699,16.918,17.897000000000002,20.438,T1089
65,66,Jones-UCL,T1089QA304_2,29.78,38.961,37.582,35.041,T1089
66,67,CAO-QA1,T1089QA217_2,29.857,20.675,22.055,24.596,T1089
67,68,bioinsilico_sbi,T1089QA196_2,47.293,38.111999999999995,39.492,42.033,T1089
0,1,DAVIS-EMAconsensus,T1090QA433_2,2.93,3.638,8.75,7.811,T1090
1,2,EMAP_CHAE,T1090QA216_2,3.085,5.983,5.596,4.075,T1090
2,3,Yang-Server,T1090QA140_2,3.2439999999999998,5.183,4.914,5.2,T1090
3,4,ModFOLDclust2,T1090QA035_2,3.444,3.569,7.165,7.442,T1090
4,5,3DCNN_prof,T1090QA074_2,4.101,4.666,8.509,7.237,T1090
5,6,MESHI_consensus,T1090QA214_2,4.314,6.546,4.645,4.387,T1090
6,7,MESHI_server,T1090QA211_2,4.353,5.327000000000001,5.457999999999999,6.952000000000001,T1090
7,8,MUfoldQA_G,T1090QA446_2,4.433,6.692,4.95,4.11,T1090
8,9,MULTICOM-CONSTRUCT,T1090QA198_2,4.46,5.784,4.005,5.471,T1090
9,10,SBROD,T1090QA085_2,4.567,4.6080000000000005,7.968999999999999,8.718,T1090
10,11,MULTICOM-CLUSTER,T1090QA075_2,4.956,6.222,3.505,5.735,T1090
11,12,ProQ4,T1090QA309_2,4.963,4.317,6.47,9.227,T1090
12,13,ProQ3D,T1090QA339_2,4.9639999999999995,4.555,6.191,8.799,T1090
13,14,Bhattacharya-QDeepU,T1090QA199_2,5.046,6.817,4.664,5.976,T1090
14,15,angleQA,T1090QA391_2,5.352,6.479,6.172999999999999,5.801,T1090
15,16,BAKER-ROSETTASERVER,T1090QA209_2,5.393,5.847,6.182,7.603,T1090
16,17,P3De,T1090QA257_2,5.439,4.314,7.894,9.79,T1090
17,18,GraphQA,T1090QA210_2,5.596,6.869,6.692,6.547000000000001,T1090
18,19,MESHI,T1090QA032_2,5.667000000000001,8.001,4.665,4.197,T1090
19,20,tFold-CaT,T1090QA183_2,5.6979999999999995,4.255,10.277000000000001,11.662,T1090
20,21,LamoureuxLab,T1090QA066_2,5.706,5.718,7.075,9.001,T1090
21,22,MESHI_EMA,T1090QA112_2,5.723,6.602,5.818,7.7139999999999995,T1090
22,23,ModFOLD8_rank,T1090QA120_2,5.83,5.747999999999999,4.65,9.406,T1090
23,24,VoroCNN-GEMME,T1090QA406_2,5.891,4.535,7.572,11.035,T1090
24,25,VoroMQA-stout,T1090QA000_2,6.115,6.327999999999999,3.906,8.347000000000001,T1090
25,26,BAKER-experimental,T1090QA403_2,6.172999999999999,7.114,6.534,7.156000000000001,T1090
26,27,Ornate,T1090QA346_2,6.222,5.395,5.901,10.625,T1090
27,28,VoroCNN-GDT,T1090QA153_2,6.669,4.571000000000001,10.276,12.35,T1090
28,29,Destini,T1090QA101_2,6.67,5.422999999999999,9.839,11.737,T1090
29,30,VoroCNN,T1090QA313_2,6.672000000000001,4.918,8.857999999999999,12.198,T1090
30,31,RaptorX-QA,T1090QA073_2,6.72,5.569,9.062999999999999,11.574000000000002,T1090
31,32,KUHHAN,T1090QA104_2,6.825,5.734,9.988,11.99,T1090
32,33,SASHAN,T1090QA144_2,6.825,5.734,9.988,11.99,T1090
33,34,bioinsilico_sbi_PAIR,T1090QA185_2,7.254,7.157,7.695,9.672,T1090
34,35,graph-sh,T1090QA247_2,7.307,5.635,9.051,12.847000000000001,T1090
35,36,UOSHAN,T1090QA409_2,7.372000000000001,9.802,5.745,5.303,T1090
36,37,MUFOLD,T1090QA081_2,7.51,8.266,3.819,8.304,T1090
37,38,Bhattacharya-QDeep,T1090QA429_2,7.5329999999999995,5.814,13.447000000000001,12.806,T1090
38,39,DIZ,T1090QA325_2,7.83,7.47,5.336,10.931,T1090
39,40,MULTICOM-HYBRID,T1090QA187_2,7.997999999999999,9.664,3.43,6.289,T1090
40,41,VoroMQA-dark,T1090QA002_2,8.147,9.279,2.27,8.168,T1090
41,42,EDN,T1090QA203_2,8.937999999999999,10.006,7.006,7.832000000000001,T1090
42,43,ProQ2,T1090QA067_2,8.984,10.07,4.658,8.192,T1090
43,44,DAVIS-EMAconsensusAL,T1090QA263_2,9.232000000000001,7.848,16.511,14.892000000000001,T1090
44,45,VoroMQA-light,T1090QA102_2,9.602,7.331,15.052999999999999,15.589,T1090
45,46,Wallner,T1090QA379_2,10.462,8.913,17.587,16.035,T1090
46,47,CAO-QA1,T1090QA217_2,10.54,9.042,15.035,16.048,T1090
47,48,MULTICOM-DEEP,T1090QA252_2,10.864,12.662,5.142,7.94,T1090
48,49,tFold,T1090QA238_2,10.915999999999999,8.677,15.258,17.111,T1090
49,50,MULTICOM-AI,T1090QA275_2,10.970999999999998,12.722999999999999,5.891,7.4879999999999995,T1090
50,51,bioinsilico_sbi,T1090QA196_2,11.407,12.59,7.377999999999999,11.084000000000001,T1090
51,52,CAO-SERVER,T1090QA305_2,12.042,12.610999999999999,6.925,13.335,T1090
52,53,ShanghaiProtein,T1090QA398_2,12.158,13.594000000000001,5.949,8.703,T1090
53,54,ModFOLD8,T1090QA167_2,13.856,11.323,19.787,19.757,T1090
54,55,MASS,T1090QA317_2,14.337,16.003,7.263,12.134,T1090
55,56,Yang_TBM,T1090QA460_2,14.708,16.631,10.995,9.64,T1090
56,57,MULTICOM-DIST,T1090QA319_2,15.015,16.816,8.554,10.815999999999999,T1090
57,58,QMEANDisCo,T1090QA280_2,15.232999999999999,12.6,21.29,21.197,T1090
58,59,Kiharalab,T1090QA071_2,15.967,17.769000000000002,10.146,11.289000000000001,T1090
59,60,Kiharalab_Z_Server,T1090QA364_2,15.967,17.769000000000002,10.146,11.289000000000001,T1090
60,61,Bhattacharya-Server,T1090QA149_2,17.985,16.254,25.265,23.295,T1090
61,62,ModFOLD8_cor,T1090QA265_2,18.194000000000003,15.91,24.68,24.099,T1090
62,63,DeepPotential,T1090QA024_2,18.879,21.162,15.114,13.845999999999998,T1090
63,64,MUfoldQA_X,T1090QA248_2,19.497,16.882,25.747,25.305999999999997,T1090
64,65,LAW,T1090QA138_2,20.282,22.084,13.02,16.119,T1090
65,66,tFold-IDT,T1090QA351_2,21.991999999999997,23.794,14.712,16.953,T1090
66,67,ropius0,T1090QA254_2,38.848,40.649,31.568,33.733000000000004,T1090
67,68,Jones-UCL,T1090QA304_2,39.321999999999996,41.123999999999995,32.042,34.21,T1090
0,1,MUfoldQA_G,T1091QA446_2,2.291,27.006,31.278000000000002,37.341,T1091
1,2,Bhattacharya-Server,T1091QA149_2,2.762,28.809,33.082,39.04,T1091
2,3,EMAP_CHAE,T1091QA216_2,3.28,28.916,33.189,39.163000000000004,T1091
3,4,MESHI,T1091QA032_2,3.286,24.514,28.74,35.155,T1091
4,5,3DCNN_prof,T1091QA074_2,3.342,24.195,28.468000000000004,34.426,T1091
5,6,Yang_TBM,T1091QA460_2,3.4210000000000003,28.823,33.096,39.068000000000005,T1091
6,7,CAO-QA1,T1091QA217_2,3.5260000000000002,25.854,30.081,36.221,T1091
7,8,ModFOLD8_cor,T1091QA265_2,3.591,28.92,33.193000000000005,39.234,T1091
8,9,MESHI_consensus,T1091QA214_2,3.884,23.441999999999997,27.668000000000003,34.106,T1091
9,10,ModFOLD8,T1091QA167_2,4.016,23.309,27.581999999999997,33.762,T1091
10,11,MESHI_EMA,T1091QA112_2,4.172,24.011999999999997,28.171,34.388000000000005,T1091
11,12,Wallner,T1091QA379_2,4.381,30.232,34.505,40.45,T1091
12,13,UOSHAN,T1091QA409_2,4.4,30.393,34.666,40.655,T1091
13,14,DAVIS-EMAconsensus,T1091QA433_2,4.707,30.913,35.186,41.18899999999999,T1091
14,15,RaptorX-QA,T1091QA073_2,4.729,21.916999999999998,26.183000000000003,32.449,T1091
15,16,tFold-CaT,T1091QA183_2,5.007,21.644000000000002,25.903000000000002,32.134,T1091
16,17,Yang-Server,T1091QA140_2,5.058,21.997,26.27,32.222,T1091
17,18,ModFOLDclust2,T1091QA035_2,5.553999999999999,31.965,36.236999999999995,42.183,T1091
18,19,DeepPotential,T1091QA024_2,5.586,21.285,25.351,32.038000000000004,T1091
19,20,Bhattacharya-QDeepU,T1091QA199_2,5.819,20.947,25.22,31.221999999999998,T1091
20,21,tFold,T1091QA238_2,7.16,20.191,23.756999999999998,31.182,T1091
21,22,DAVIS-EMAconsensusAL,T1091QA263_2,7.987,34.393,38.665,44.638999999999996,T1091
22,23,KUHHAN,T1091QA104_2,8.288,18.212,22.427,29.171,T1091
23,24,bioinsilico_sbi,T1091QA196_2,9.217,31.351,35.499,41.652,T1091
24,25,LamoureuxLab,T1091QA066_2,9.408,17.817,21.939,28.348000000000003,T1091
25,26,MUfoldQA_X,T1091QA248_2,9.926,17.4,20.767,28.566,T1091
26,27,Kiharalab,T1091QA071_2,10.7,16.997,20.605999999999998,27.761,T1091
27,28,Kiharalab_Z_Server,T1091QA364_2,10.7,16.997,20.605999999999998,27.761,T1091
28,29,VoroMQA-light,T1091QA102_2,12.2,14.293,18.484,25.000999999999998,T1091
29,30,ProQ2,T1091QA067_2,12.470999999999998,14.677999999999999,18.357,25.458000000000002,T1091
30,31,P3De,T1091QA257_2,14.628,12.042,16.055,23.01,T1091
31,32,CAO-SERVER,T1091QA305_2,14.93,16.759,18.492,26.796999999999997,T1091
32,33,QMEANDisCo,T1091QA280_2,16.107,10.640999999999998,14.577,21.910999999999998,T1091
33,34,SASHAN,T1091QA144_2,16.827,10.456,13.857000000000001,21.694000000000003,T1091
34,35,bioinsilico_sbi_PAIR,T1091QA185_2,16.872,41.157,45.291000000000004,51.443000000000005,T1091
35,36,BAKER-ROSETTASERVER,T1091QA209_2,17.562,9.09,13.14,19.694000000000003,T1091
36,37,MULTICOM-HYBRID,T1091QA187_2,19.445,7.5089999999999995,11.238,18.664,T1091
37,38,Bhattacharya-QDeep,T1091QA429_2,19.674,7.257999999999999,11.009,17.469,T1091
38,39,ProQ4,T1091QA309_2,19.738,8.395,10.989,19.442,T1091
39,40,ModFOLD8_rank,T1091QA120_2,20.177,9.424,10.615,20.23,T1091
40,41,MULTICOM-CONSTRUCT,T1091QA198_2,20.662,6.295,10.022,17.222,T1091
41,42,MULTICOM-CLUSTER,T1091QA075_2,20.686999999999998,6.374,9.996,17.338,T1091
42,43,graph-sh,T1091QA247_2,21.724,7.914,9.024,18.746,T1091
43,44,MUFOLD,T1091QA081_2,22.135,7.205,8.61,17.739,T1091
44,45,ProQ3D,T1091QA339_2,23.295,6.382000000000001,7.712000000000001,16.312,T1091
45,46,Ornate,T1091QA346_2,23.46,7.059,7.367999999999999,17.476,T1091
46,47,VoroCNN-GDT,T1091QA153_2,23.701999999999998,6.403,6.994,16.83,T1091
47,48,VoroCNN,T1091QA313_2,23.838,6.649,6.9079999999999995,17.059,T1091
48,49,angleQA,T1091QA391_2,24.408,6.022,6.82,13.83,T1091
49,50,VoroMQA-stout,T1091QA000_2,24.533,5.19,6.15,15.731,T1091
50,51,VoroCNN-GEMME,T1091QA406_2,24.781999999999996,5.765,5.959,15.758,T1091
51,52,BAKER-experimental,T1091QA403_2,26.188000000000002,4.663,6.336,11.745999999999999,T1091
52,53,DIZ,T1091QA325_2,27.316999999999997,6.327000000000001,4.893,15.564,T1091
53,54,LAW,T1091QA138_2,27.669,7.978,6.8229999999999995,15.507,T1091
54,55,VoroMQA-dark,T1091QA002_2,28.07,4.7410000000000005,3.092,13.745,T1091
55,56,MESHI_server,T1091QA211_2,30.063000000000002,7.2379999999999995,6.655,8.863,T1091
56,57,MULTICOM-DIST,T1091QA319_2,30.989,13.764000000000001,15.922,12.369000000000002,T1091
57,58,ShanghaiProtein,T1091QA398_2,31.07,8.099,8.408999999999999,9.417,T1091
58,59,EDN,T1091QA203_2,36.056999999999995,10.072000000000001,7.972,7.3,T1091
59,60,MULTICOM-AI,T1091QA275_2,37.427,11.28,7.971,7.164,T1091
60,61,tFold-IDT,T1091QA351_2,37.552,11.140999999999998,6.971,9.576,T1091
61,62,MULTICOM-DEEP,T1091QA252_2,40.227,13.847999999999999,10.937000000000001,6.481,T1091
62,63,Destini,T1091QA101_2,43.283,17.597,15.273,8.116,T1091
63,64,ropius0,T1091QA254_2,49.696000000000005,23.374000000000002,19.309,13.302999999999999,T1091
64,65,MASS,T1091QA317_2,56.983999999999995,30.574,26.301,20.355,T1091
65,66,SBROD,T1091QA085_2,59.952,33.541,29.268,23.322,T1091
66,67,Jones-UCL,T1091QA304_2,60.92,34.51,30.237,24.958000000000002,T1091
0,1,Yang_TBM,T1092QA460_2,2.7289999999999996,13.414000000000001,19.265,28.078000000000003,T1092
1,2,MESHI,T1092QA032_2,4.111000000000001,15.050999999999998,21.105999999999998,29.912,T1092
2,3,MUfoldQA_G,T1092QA446_2,4.62,10.984000000000002,16.458,25.271,T1092
3,4,MESHI_consensus,T1092QA214_2,4.865,15.924000000000001,22.154,30.961,T1092
4,5,DAVIS-EMAconsensus,T1092QA433_2,5.199,18.392,24.641,33.453,T1092
5,6,ModFOLDclust2,T1092QA035_2,5.26,16.474,22.759,31.572,T1092
6,7,ModFOLD8_cor,T1092QA265_2,5.495,17.307000000000002,23.384,32.196,T1092
7,8,Yang-Server,T1092QA140_2,6.115,9.549,15.157,23.969,T1092
8,9,MULTICOM-CLUSTER,T1092QA075_2,6.421,11.722000000000001,17.669,26.480999999999998,T1092
9,10,KUHHAN,T1092QA104_2,7.061,16.332,22.586,31.398000000000003,T1092
10,11,MUfoldQA_X,T1092QA248_2,7.138999999999999,21.318,26.675,35.711999999999996,T1092
11,12,tFold-CaT,T1092QA183_2,7.438,18.775,25.034000000000002,33.847,T1092
12,13,MULTICOM-CONSTRUCT,T1092QA198_2,7.5889999999999995,11.449000000000002,17.565,26.378,T1092
13,14,ModFOLD8,T1092QA167_2,7.704,14.110999999999999,20.384,29.197,T1092
14,15,tFold,T1092QA238_2,8.026,18.458,24.607,33.419000000000004,T1092
15,16,MULTICOM-AI,T1092QA275_2,8.527000000000001,6.834,12.498,21.311,T1092
16,17,MULTICOM-HYBRID,T1092QA187_2,8.624,7.7410000000000005,13.764000000000001,22.576,T1092
17,18,DAVIS-EMAconsensusAL,T1092QA263_2,9.508,23.16,29.828000000000003,38.641,T1092
18,19,RaptorX-QA,T1092QA073_2,9.526,10.372,16.531,25.344,T1092
19,20,DeepPotential,T1092QA024_2,9.656,8.889,15.344000000000001,24.156,T1092
20,21,P3De,T1092QA257_2,9.666,16.624000000000002,22.984,31.796999999999997,T1092
21,22,LamoureuxLab,T1092QA066_2,9.798,13.884,20.535999999999998,29.349,T1092
22,23,UOSHAN,T1092QA409_2,10.089,20.074,26.926,35.739000000000004,T1092
23,24,ProQ3D,T1092QA339_2,10.094,11.755,17.773,26.586,T1092
24,25,Kiharalab_Z_Server,T1092QA364_2,10.117,8.318,11.615,20.66,T1092
25,26,Kiharalab,T1092QA071_2,10.117,8.318,11.615,20.66,T1092
26,27,EMAP_CHAE,T1092QA216_2,10.136000000000001,20.278,27.166,35.979,T1092
27,28,ProQ4,T1092QA309_2,10.287,12.044,18.417,27.23,T1092
28,29,SASHAN,T1092QA144_2,10.362,11.995,18.45,27.263,T1092
29,30,MESHI_EMA,T1092QA112_2,10.436,18.687,25.379,34.186,T1092
30,31,graph-sh,T1092QA247_2,10.515999999999998,7.855,13.404000000000002,22.351,T1092
31,32,QMEANDisCo,T1092QA280_2,10.552,9.29,16.148,24.961,T1092
32,33,MUFOLD,T1092QA081_2,10.59,13.818,20.129,28.941999999999997,T1092
33,34,Destini,T1092QA101_2,10.876,20.345,27.381,36.194,T1092
34,35,3DCNN_prof,T1092QA074_2,10.899000000000001,18.36,25.0,33.813,T1092
35,36,MESHI_server,T1092QA211_2,11.453,7.626,13.495999999999999,22.309,T1092
36,37,Bhattacharya-Server,T1092QA149_2,11.466,24.776999999999997,31.811999999999998,40.625,T1092
37,38,VoroMQA-light,T1092QA102_2,11.594000000000001,14.280999999999999,21.316999999999997,30.13,T1092
38,39,Ornate,T1092QA346_2,11.835999999999999,5.631,10.482000000000001,19.441,T1092
39,40,SBROD,T1092QA085_2,12.294,10.392000000000001,16.86,25.671999999999997,T1092
40,41,LAW,T1092QA138_2,12.331,8.056000000000001,10.345,19.713,T1092
41,42,CAO-QA1,T1092QA217_2,12.585999999999999,7.666,12.027999999999999,20.771,T1092
42,43,VoroCNN,T1092QA313_2,13.064,4.124,8.622,17.524,T1092
43,44,VoroCNN-GEMME,T1092QA406_2,13.064,4.124,8.622,17.524,T1092
44,45,MULTICOM-DEEP,T1092QA252_2,13.312999999999999,3.342,7.789,16.602,T1092
45,46,ModFOLD8_rank,T1092QA120_2,13.327,5.776,8.181000000000001,17.586,T1092
46,47,VoroCNN-GDT,T1092QA153_2,13.417,3.7030000000000003,8.016,16.871,T1092
47,48,VoroMQA-stout,T1092QA000_2,13.418,3.698,7.974,16.785999999999998,T1092
48,49,angleQA,T1092QA391_2,13.454,18.087,25.124000000000002,33.936,T1092
49,50,Wallner,T1092QA379_2,13.484000000000002,26.84,33.829,42.641999999999996,T1092
50,51,ProQ2,T1092QA067_2,13.545,7.49,13.118,21.802,T1092
51,52,CAO-SERVER,T1092QA305_2,13.626,10.145,12.573,21.079,T1092
52,53,BAKER-ROSETTASERVER,T1092QA209_2,14.163,4.343,8.77,16.708,T1092
53,54,DIZ,T1092QA325_2,14.197000000000001,4.854,6.92,16.334,T1092
54,55,BAKER-experimental,T1092QA403_2,14.485,5.932,10.536,18.548,T1092
55,56,VoroMQA-dark,T1092QA002_2,15.948,4.23,4.649,13.620999999999999,T1092
56,57,Bhattacharya-QDeepU,T1092QA199_2,16.434,4.522,5.02,13.408,T1092
57,58,MASS,T1092QA317_2,19.632,7.187,3.6069999999999998,10.443,T1092
58,59,MULTICOM-DIST,T1092QA319_2,20.641,7.5920000000000005,4.607,8.696,T1092
59,60,Bhattacharya-QDeep,T1092QA429_2,21.5,8.442,2.687,9.222000000000001,T1092
60,61,EDN,T1092QA203_2,21.8,11.008,11.578,14.104000000000001,T1092
61,62,bioinsilico_sbi,T1092QA196_2,23.201999999999998,11.622,8.9,10.804,T1092
62,63,ShanghaiProtein,T1092QA398_2,23.361,10.309000000000001,9.648,10.179,T1092
63,64,tFold-IDT,T1092QA351_2,23.491999999999997,10.07,5.144,6.8660000000000005,T1092
64,65,bioinsilico_sbi_PAIR,T1092QA185_2,25.464000000000002,14.130999999999998,12.956,12.367,T1092
65,66,Jones-UCL,T1092QA304_2,49.571999999999996,36.305,29.468000000000004,20.586,T1092
66,67,ropius0,T1092QA254_2,51.963,38.648,31.612,22.799,T1092
0,1,DAVIS-EMAconsensus,T1093QA433_2,2.28,14.124,27.79,19.612000000000002,T1093
1,2,ModFOLDclust2,T1093QA035_2,2.716,14.594000000000001,28.285999999999998,20.104,T1093
